copybook_id,coverage_part,coverage_name,state,kind,path
GAINY004,PA,Personal and Advertising Injury Liability,IN,PARTY-RECORD,copybooks/PA/gainy004.cpy
GAINC004,PA,Personal and Advertising Injury Liability,IN,COMMAREA,copybooks/PA/gainc004.cpy
GAINR004,PA,Personal and Advertising Injury Liability,IN,RATING-FACTORS,copybooks/PA/gainr004.cpy
GAINE004,PA,Personal and Advertising Injury Liability,IN,ENDORSEMENT,copybooks/PA/gaine004.cpy
GAINM004,PA,Personal and Advertising Injury Liability,IN,ERROR-MSG,copybooks/PA/gainm004.cpy
GAIAP004,PA,Personal and Advertising Injury Liability,IA,POLICY-RECORD,copybooks/PA/gaiap004.cpy
GAIAY004,PA,Personal and Advertising Injury Liability,IA,PARTY-RECORD,copybooks/PA/gaiay004.cpy
GAIAC004,PA,Personal and Advertising Injury Liability,IA,COMMAREA,copybooks/PA/gaiac004.cpy
GAIAR004,PA,Personal and Advertising Injury Liability,IA,RATING-FACTORS,copybooks/PA/gaiar004.cpy
GAIAE004,PA,Personal and Advertising Injury Liability,IA,ENDORSEMENT,copybooks/PA/gaiae004.cpy
GAIAM004,PA,Personal and Advertising Injury Liability,IA,ERROR-MSG,copybooks/PA/gaiam004.cpy
GAKSP004,PA,Personal and Advertising Injury Liability,KS,POLICY-RECORD,copybooks/PA/gaksp004.cpy
GAKSY004,PA,Personal and Advertising Injury Liability,KS,PARTY-RECORD,copybooks/PA/gaksy004.cpy
GAKSC004,PA,Personal and Advertising Injury Liability,KS,COMMAREA,copybooks/PA/gaksc004.cpy
GAKSR004,PA,Personal and Advertising Injury Liability,KS,RATING-FACTORS,copybooks/PA/gaksr004.cpy
GAKSE004,PA,Personal and Advertising Injury Liability,KS,ENDORSEMENT,copybooks/PA/gakse004.cpy
GAKSM004,PA,Personal and Advertising Injury Liability,KS,ERROR-MSG,copybooks/PA/gaksm004.cpy
GAKYP004,PA,Personal and Advertising Injury Liability,KY,POLICY-RECORD,copybooks/PA/gakyp004.cpy
GAKYY004,PA,Personal and Advertising Injury Liability,KY,PARTY-RECORD,copybooks/PA/gakyy004.cpy
GAKYC004,PA,Personal and Advertising Injury Liability,KY,COMMAREA,copybooks/PA/gakyc004.cpy
GAKYR004,PA,Personal and Advertising Injury Liability,KY,RATING-FACTORS,copybooks/PA/gakyr004.cpy
GAKYE004,PA,Personal and Advertising Injury Liability,KY,ENDORSEMENT,copybooks/PA/gakye004.cpy
GAKYM004,PA,Personal and Advertising Injury Liability,KY,ERROR-MSG,copybooks/PA/gakym004.cpy
GALAP004,PA,Personal and Advertising Injury Liability,LA,POLICY-RECORD,copybooks/PA/galap004.cpy
GALAY004,PA,Personal and Advertising Injury Liability,LA,PARTY-RECORD,copybooks/PA/galay004.cpy
GALAC004,PA,Personal and Advertising Injury Liability,LA,COMMAREA,copybooks/PA/galac004.cpy
GALAR004,PA,Personal and Advertising Injury Liability,LA,RATING-FACTORS,copybooks/PA/galar004.cpy
GALAE004,PA,Personal and Advertising Injury Liability,LA,ENDORSEMENT,copybooks/PA/galae004.cpy
GALAM004,PA,Personal and Advertising Injury Liability,LA,ERROR-MSG,copybooks/PA/galam004.cpy
GAMEP004,PA,Personal and Advertising Injury Liability,ME,POLICY-RECORD,copybooks/PA/gamep004.cpy
GAMEY004,PA,Personal and Advertising Injury Liability,ME,PARTY-RECORD,copybooks/PA/gamey004.cpy
GAMEC004,PA,Personal and Advertising Injury Liability,ME,COMMAREA,copybooks/PA/gamec004.cpy
GAMER004,PA,Personal and Advertising Injury Liability,ME,RATING-FACTORS,copybooks/PA/gamer004.cpy
GAMEE004,PA,Personal and Advertising Injury Liability,ME,ENDORSEMENT,copybooks/PA/gamee004.cpy
GAMEM004,PA,Personal and Advertising Injury Liability,ME,ERROR-MSG,copybooks/PA/gamem004.cpy
GAMDP004,PA,Personal and Advertising Injury Liability,MD,POLICY-RECORD,copybooks/PA/gamdp004.cpy
GAMDY004,PA,Personal and Advertising Injury Liability,MD,PARTY-RECORD,copybooks/PA/gamdy004.cpy
GAMDC004,PA,Personal and Advertising Injury Liability,MD,COMMAREA,copybooks/PA/gamdc004.cpy
GAMDR004,PA,Personal and Advertising Injury Liability,MD,RATING-FACTORS,copybooks/PA/gamdr004.cpy
GAMDE004,PA,Personal and Advertising Injury Liability,MD,ENDORSEMENT,copybooks/PA/gamde004.cpy
GAMDM004,PA,Personal and Advertising Injury Liability,MD,ERROR-MSG,copybooks/PA/gamdm004.cpy
GAMAP004,PA,Personal and Advertising Injury Liability,MA,POLICY-RECORD,copybooks/PA/gamap004.cpy
GAMAY004,PA,Personal and Advertising Injury Liability,MA,PARTY-RECORD,copybooks/PA/gamay004.cpy
GAMAC004,PA,Personal and Advertising Injury Liability,MA,COMMAREA,copybooks/PA/gamac004.cpy
GAMAR004,PA,Personal and Advertising Injury Liability,MA,RATING-FACTORS,copybooks/PA/gamar004.cpy
GAMAE004,PA,Personal and Advertising Injury Liability,MA,ENDORSEMENT,copybooks/PA/gamae004.cpy
GAMAM004,PA,Personal and Advertising Injury Liability,MA,ERROR-MSG,copybooks/PA/gamam004.cpy
GAMIP004,PA,Personal and Advertising Injury Liability,MI,POLICY-RECORD,copybooks/PA/gamip004.cpy
GAMIY004,PA,Personal and Advertising Injury Liability,MI,PARTY-RECORD,copybooks/PA/gamiy004.cpy
GAMIC004,PA,Personal and Advertising Injury Liability,MI,COMMAREA,copybooks/PA/gamic004.cpy
GAMIR004,PA,Personal and Advertising Injury Liability,MI,RATING-FACTORS,copybooks/PA/gamir004.cpy
GAMIE004,PA,Personal and Advertising Injury Liability,MI,ENDORSEMENT,copybooks/PA/gamie004.cpy
GAMIM004,PA,Personal and Advertising Injury Liability,MI,ERROR-MSG,copybooks/PA/gamim004.cpy
GAMNP004,PA,Personal and Advertising Injury Liability,MN,POLICY-RECORD,copybooks/PA/gamnp004.cpy
GAMNY004,PA,Personal and Advertising Injury Liability,MN,PARTY-RECORD,copybooks/PA/gamny004.cpy
GAMNC004,PA,Personal and Advertising Injury Liability,MN,COMMAREA,copybooks/PA/gamnc004.cpy
GAMNR004,PA,Personal and Advertising Injury Liability,MN,RATING-FACTORS,copybooks/PA/gamnr004.cpy
GAMNE004,PA,Personal and Advertising Injury Liability,MN,ENDORSEMENT,copybooks/PA/gamne004.cpy
GAMNM004,PA,Personal and Advertising Injury Liability,MN,ERROR-MSG,copybooks/PA/gamnm004.cpy
GAMSP004,PA,Personal and Advertising Injury Liability,MS,POLICY-RECORD,copybooks/PA/gamsp004.cpy
GAMSY004,PA,Personal and Advertising Injury Liability,MS,PARTY-RECORD,copybooks/PA/gamsy004.cpy
GAMSC004,PA,Personal and Advertising Injury Liability,MS,COMMAREA,copybooks/PA/gamsc004.cpy
GAMSR004,PA,Personal and Advertising Injury Liability,MS,RATING-FACTORS,copybooks/PA/gamsr004.cpy
GAMSE004,PA,Personal and Advertising Injury Liability,MS,ENDORSEMENT,copybooks/PA/gamse004.cpy
GAMSM004,PA,Personal and Advertising Injury Liability,MS,ERROR-MSG,copybooks/PA/gamsm004.cpy
GAMOP004,PA,Personal and Advertising Injury Liability,MO,POLICY-RECORD,copybooks/PA/gamop004.cpy
GAMOY004,PA,Personal and Advertising Injury Liability,MO,PARTY-RECORD,copybooks/PA/gamoy004.cpy
GAMOC004,PA,Personal and Advertising Injury Liability,MO,COMMAREA,copybooks/PA/gamoc004.cpy
GAMOR004,PA,Personal and Advertising Injury Liability,MO,RATING-FACTORS,copybooks/PA/gamor004.cpy
GAMOE004,PA,Personal and Advertising Injury Liability,MO,ENDORSEMENT,copybooks/PA/gamoe004.cpy
GAMOM004,PA,Personal and Advertising Injury Liability,MO,ERROR-MSG,copybooks/PA/gamom004.cpy
GAMTP004,PA,Personal and Advertising Injury Liability,MT,POLICY-RECORD,copybooks/PA/gamtp004.cpy
GAMTY004,PA,Personal and Advertising Injury Liability,MT,PARTY-RECORD,copybooks/PA/gamty004.cpy
GAMTC004,PA,Personal and Advertising Injury Liability,MT,COMMAREA,copybooks/PA/gamtc004.cpy
GAMTR004,PA,Personal and Advertising Injury Liability,MT,RATING-FACTORS,copybooks/PA/gamtr004.cpy
GAMTE004,PA,Personal and Advertising Injury Liability,MT,ENDORSEMENT,copybooks/PA/gamte004.cpy
GAMTM004,PA,Personal and Advertising Injury Liability,MT,ERROR-MSG,copybooks/PA/gamtm004.cpy
GANEP004,PA,Personal and Advertising Injury Liability,NE,POLICY-RECORD,copybooks/PA/ganep004.cpy
GANEY004,PA,Personal and Advertising Injury Liability,NE,PARTY-RECORD,copybooks/PA/ganey004.cpy
GANEC004,PA,Personal and Advertising Injury Liability,NE,COMMAREA,copybooks/PA/ganec004.cpy
GANER004,PA,Personal and Advertising Injury Liability,NE,RATING-FACTORS,copybooks/PA/ganer004.cpy
GANEE004,PA,Personal and Advertising Injury Liability,NE,ENDORSEMENT,copybooks/PA/ganee004.cpy
GANEM004,PA,Personal and Advertising Injury Liability,NE,ERROR-MSG,copybooks/PA/ganem004.cpy
GANVP004,PA,Personal and Advertising Injury Liability,NV,POLICY-RECORD,copybooks/PA/ganvp004.cpy
GANVY004,PA,Personal and Advertising Injury Liability,NV,PARTY-RECORD,copybooks/PA/ganvy004.cpy
GANVC004,PA,Personal and Advertising Injury Liability,NV,COMMAREA,copybooks/PA/ganvc004.cpy
GANVR004,PA,Personal and Advertising Injury Liability,NV,RATING-FACTORS,copybooks/PA/ganvr004.cpy
GANVE004,PA,Personal and Advertising Injury Liability,NV,ENDORSEMENT,copybooks/PA/ganve004.cpy
GANVM004,PA,Personal and Advertising Injury Liability,NV,ERROR-MSG,copybooks/PA/ganvm004.cpy
GANHP004,PA,Personal and Advertising Injury Liability,NH,POLICY-RECORD,copybooks/PA/ganhp004.cpy
GANHY004,PA,Personal and Advertising Injury Liability,NH,PARTY-RECORD,copybooks/PA/ganhy004.cpy
GANHC004,PA,Personal and Advertising Injury Liability,NH,COMMAREA,copybooks/PA/ganhc004.cpy
GANHR004,PA,Personal and Advertising Injury Liability,NH,RATING-FACTORS,copybooks/PA/ganhr004.cpy
GANHE004,PA,Personal and Advertising Injury Liability,NH,ENDORSEMENT,copybooks/PA/ganhe004.cpy
GANHM004,PA,Personal and Advertising Injury Liability,NH,ERROR-MSG,copybooks/PA/ganhm004.cpy
GANJP004,PA,Personal and Advertising Injury Liability,NJ,POLICY-RECORD,copybooks/PA/ganjp004.cpy
GANJY004,PA,Personal and Advertising Injury Liability,NJ,PARTY-RECORD,copybooks/PA/ganjy004.cpy
GANJC004,PA,Personal and Advertising Injury Liability,NJ,COMMAREA,copybooks/PA/ganjc004.cpy
GANJR004,PA,Personal and Advertising Injury Liability,NJ,RATING-FACTORS,copybooks/PA/ganjr004.cpy
GANJE004,PA,Personal and Advertising Injury Liability,NJ,ENDORSEMENT,copybooks/PA/ganje004.cpy
GANJM004,PA,Personal and Advertising Injury Liability,NJ,ERROR-MSG,copybooks/PA/ganjm004.cpy
GANMP004,PA,Personal and Advertising Injury Liability,NM,POLICY-RECORD,copybooks/PA/ganmp004.cpy
GANMY004,PA,Personal and Advertising Injury Liability,NM,PARTY-RECORD,copybooks/PA/ganmy004.cpy
GANMC004,PA,Personal and Advertising Injury Liability,NM,COMMAREA,copybooks/PA/ganmc004.cpy
GANMR004,PA,Personal and Advertising Injury Liability,NM,RATING-FACTORS,copybooks/PA/ganmr004.cpy
GANME004,PA,Personal and Advertising Injury Liability,NM,ENDORSEMENT,copybooks/PA/ganme004.cpy
GANMM004,PA,Personal and Advertising Injury Liability,NM,ERROR-MSG,copybooks/PA/ganmm004.cpy
GANYP004,PA,Personal and Advertising Injury Liability,NY,POLICY-RECORD,copybooks/PA/ganyp004.cpy
GANYY004,PA,Personal and Advertising Injury Liability,NY,PARTY-RECORD,copybooks/PA/ganyy004.cpy
GANYC004,PA,Personal and Advertising Injury Liability,NY,COMMAREA,copybooks/PA/ganyc004.cpy
GANYR004,PA,Personal and Advertising Injury Liability,NY,RATING-FACTORS,copybooks/PA/ganyr004.cpy
GANYE004,PA,Personal and Advertising Injury Liability,NY,ENDORSEMENT,copybooks/PA/ganye004.cpy
GANYM004,PA,Personal and Advertising Injury Liability,NY,ERROR-MSG,copybooks/PA/ganym004.cpy
GANCP004,PA,Personal and Advertising Injury Liability,NC,POLICY-RECORD,copybooks/PA/gancp004.cpy
GANCY004,PA,Personal and Advertising Injury Liability,NC,PARTY-RECORD,copybooks/PA/gancy004.cpy
GANCC004,PA,Personal and Advertising Injury Liability,NC,COMMAREA,copybooks/PA/gancc004.cpy
GANCR004,PA,Personal and Advertising Injury Liability,NC,RATING-FACTORS,copybooks/PA/gancr004.cpy
GANCE004,PA,Personal and Advertising Injury Liability,NC,ENDORSEMENT,copybooks/PA/gance004.cpy
GANCM004,PA,Personal and Advertising Injury Liability,NC,ERROR-MSG,copybooks/PA/gancm004.cpy
GANDP004,PA,Personal and Advertising Injury Liability,ND,POLICY-RECORD,copybooks/PA/gandp004.cpy
GANDY004,PA,Personal and Advertising Injury Liability,ND,PARTY-RECORD,copybooks/PA/gandy004.cpy
GANDC004,PA,Personal and Advertising Injury Liability,ND,COMMAREA,copybooks/PA/gandc004.cpy
GANDR004,PA,Personal and Advertising Injury Liability,ND,RATING-FACTORS,copybooks/PA/gandr004.cpy
GANDE004,PA,Personal and Advertising Injury Liability,ND,ENDORSEMENT,copybooks/PA/gande004.cpy
GANDM004,PA,Personal and Advertising Injury Liability,ND,ERROR-MSG,copybooks/PA/gandm004.cpy
GAOHP004,PA,Personal and Advertising Injury Liability,OH,POLICY-RECORD,copybooks/PA/gaohp004.cpy
GAOHY004,PA,Personal and Advertising Injury Liability,OH,PARTY-RECORD,copybooks/PA/gaohy004.cpy
GAOHC004,PA,Personal and Advertising Injury Liability,OH,COMMAREA,copybooks/PA/gaohc004.cpy
GAOHR004,PA,Personal and Advertising Injury Liability,OH,RATING-FACTORS,copybooks/PA/gaohr004.cpy
GAOHE004,PA,Personal and Advertising Injury Liability,OH,ENDORSEMENT,copybooks/PA/gaohe004.cpy
GAOHM004,PA,Personal and Advertising Injury Liability,OH,ERROR-MSG,copybooks/PA/gaohm004.cpy
GAOKP004,PA,Personal and Advertising Injury Liability,OK,POLICY-RECORD,copybooks/PA/gaokp004.cpy
GAOKY004,PA,Personal and Advertising Injury Liability,OK,PARTY-RECORD,copybooks/PA/gaoky004.cpy
GAOKC004,PA,Personal and Advertising Injury Liability,OK,COMMAREA,copybooks/PA/gaokc004.cpy
GAOKR004,PA,Personal and Advertising Injury Liability,OK,RATING-FACTORS,copybooks/PA/gaokr004.cpy
GAOKE004,PA,Personal and Advertising Injury Liability,OK,ENDORSEMENT,copybooks/PA/gaoke004.cpy
GAOKM004,PA,Personal and Advertising Injury Liability,OK,ERROR-MSG,copybooks/PA/gaokm004.cpy
GAORP004,PA,Personal and Advertising Injury Liability,OR,POLICY-RECORD,copybooks/PA/gaorp004.cpy
GAORY004,PA,Personal and Advertising Injury Liability,OR,PARTY-RECORD,copybooks/PA/gaory004.cpy
GAORC004,PA,Personal and Advertising Injury Liability,OR,COMMAREA,copybooks/PA/gaorc004.cpy
GAORR004,PA,Personal and Advertising Injury Liability,OR,RATING-FACTORS,copybooks/PA/gaorr004.cpy
GAORE004,PA,Personal and Advertising Injury Liability,OR,ENDORSEMENT,copybooks/PA/gaore004.cpy
GAORM004,PA,Personal and Advertising Injury Liability,OR,ERROR-MSG,copybooks/PA/gaorm004.cpy
GAPAP004,PA,Personal and Advertising Injury Liability,PA,POLICY-RECORD,copybooks/PA/gapap004.cpy
GAPAY004,PA,Personal and Advertising Injury Liability,PA,PARTY-RECORD,copybooks/PA/gapay004.cpy
GAPAC004,PA,Personal and Advertising Injury Liability,PA,COMMAREA,copybooks/PA/gapac004.cpy
GAPAR004,PA,Personal and Advertising Injury Liability,PA,RATING-FACTORS,copybooks/PA/gapar004.cpy
GAPAE004,PA,Personal and Advertising Injury Liability,PA,ENDORSEMENT,copybooks/PA/gapae004.cpy
GAPAM004,PA,Personal and Advertising Injury Liability,PA,ERROR-MSG,copybooks/PA/gapam004.cpy
GARIP004,PA,Personal and Advertising Injury Liability,RI,POLICY-RECORD,copybooks/PA/garip004.cpy
GARIY004,PA,Personal and Advertising Injury Liability,RI,PARTY-RECORD,copybooks/PA/gariy004.cpy
GARIC004,PA,Personal and Advertising Injury Liability,RI,COMMAREA,copybooks/PA/garic004.cpy
GARIR004,PA,Personal and Advertising Injury Liability,RI,RATING-FACTORS,copybooks/PA/garir004.cpy
GARIE004,PA,Personal and Advertising Injury Liability,RI,ENDORSEMENT,copybooks/PA/garie004.cpy
GARIM004,PA,Personal and Advertising Injury Liability,RI,ERROR-MSG,copybooks/PA/garim004.cpy
GASCP004,PA,Personal and Advertising Injury Liability,SC,POLICY-RECORD,copybooks/PA/gascp004.cpy
GASCY004,PA,Personal and Advertising Injury Liability,SC,PARTY-RECORD,copybooks/PA/gascy004.cpy
GASCC004,PA,Personal and Advertising Injury Liability,SC,COMMAREA,copybooks/PA/gascc004.cpy
GASCR004,PA,Personal and Advertising Injury Liability,SC,RATING-FACTORS,copybooks/PA/gascr004.cpy
GASCE004,PA,Personal and Advertising Injury Liability,SC,ENDORSEMENT,copybooks/PA/gasce004.cpy
GASCM004,PA,Personal and Advertising Injury Liability,SC,ERROR-MSG,copybooks/PA/gascm004.cpy
GASDP004,PA,Personal and Advertising Injury Liability,SD,POLICY-RECORD,copybooks/PA/gasdp004.cpy
GASDY004,PA,Personal and Advertising Injury Liability,SD,PARTY-RECORD,copybooks/PA/gasdy004.cpy
GASDC004,PA,Personal and Advertising Injury Liability,SD,COMMAREA,copybooks/PA/gasdc004.cpy
GASDR004,PA,Personal and Advertising Injury Liability,SD,RATING-FACTORS,copybooks/PA/gasdr004.cpy
GASDE004,PA,Personal and Advertising Injury Liability,SD,ENDORSEMENT,copybooks/PA/gasde004.cpy
GASDM004,PA,Personal and Advertising Injury Liability,SD,ERROR-MSG,copybooks/PA/gasdm004.cpy
GATNP004,PA,Personal and Advertising Injury Liability,TN,POLICY-RECORD,copybooks/PA/gatnp004.cpy
GATNY004,PA,Personal and Advertising Injury Liability,TN,PARTY-RECORD,copybooks/PA/gatny004.cpy
GATNC004,PA,Personal and Advertising Injury Liability,TN,COMMAREA,copybooks/PA/gatnc004.cpy
GATNR004,PA,Personal and Advertising Injury Liability,TN,RATING-FACTORS,copybooks/PA/gatnr004.cpy
GATNE004,PA,Personal and Advertising Injury Liability,TN,ENDORSEMENT,copybooks/PA/gatne004.cpy
GATNM004,PA,Personal and Advertising Injury Liability,TN,ERROR-MSG,copybooks/PA/gatnm004.cpy
GATXP004,PA,Personal and Advertising Injury Liability,TX,POLICY-RECORD,copybooks/PA/gatxp004.cpy
GATXY004,PA,Personal and Advertising Injury Liability,TX,PARTY-RECORD,copybooks/PA/gatxy004.cpy
GATXC004,PA,Personal and Advertising Injury Liability,TX,COMMAREA,copybooks/PA/gatxc004.cpy
GATXR004,PA,Personal and Advertising Injury Liability,TX,RATING-FACTORS,copybooks/PA/gatxr004.cpy
GATXE004,PA,Personal and Advertising Injury Liability,TX,ENDORSEMENT,copybooks/PA/gatxe004.cpy
GATXM004,PA,Personal and Advertising Injury Liability,TX,ERROR-MSG,copybooks/PA/gatxm004.cpy
GAUTP004,PA,Personal and Advertising Injury Liability,UT,POLICY-RECORD,copybooks/PA/gautp004.cpy
GAUTY004,PA,Personal and Advertising Injury Liability,UT,PARTY-RECORD,copybooks/PA/gauty004.cpy
GAUTC004,PA,Personal and Advertising Injury Liability,UT,COMMAREA,copybooks/PA/gautc004.cpy
GAUTR004,PA,Personal and Advertising Injury Liability,UT,RATING-FACTORS,copybooks/PA/gautr004.cpy
GAUTE004,PA,Personal and Advertising Injury Liability,UT,ENDORSEMENT,copybooks/PA/gaute004.cpy
GAUTM004,PA,Personal and Advertising Injury Liability,UT,ERROR-MSG,copybooks/PA/gautm004.cpy
GAVTP004,PA,Personal and Advertising Injury Liability,VT,POLICY-RECORD,copybooks/PA/gavtp004.cpy
GAVTY004,PA,Personal and Advertising Injury Liability,VT,PARTY-RECORD,copybooks/PA/gavty004.cpy
GAVTC004,PA,Personal and Advertising Injury Liability,VT,COMMAREA,copybooks/PA/gavtc004.cpy
GAVTR004,PA,Personal and Advertising Injury Liability,VT,RATING-FACTORS,copybooks/PA/gavtr004.cpy
GAVTE004,PA,Personal and Advertising Injury Liability,VT,ENDORSEMENT,copybooks/PA/gavte004.cpy
GAVTM004,PA,Personal and Advertising Injury Liability,VT,ERROR-MSG,copybooks/PA/gavtm004.cpy
GAVAP004,PA,Personal and Advertising Injury Liability,VA,POLICY-RECORD,copybooks/PA/gavap004.cpy
GAVAY004,PA,Personal and Advertising Injury Liability,VA,PARTY-RECORD,copybooks/PA/gavay004.cpy
GAVAC004,PA,Personal and Advertising Injury Liability,VA,COMMAREA,copybooks/PA/gavac004.cpy
GAVAR004,PA,Personal and Advertising Injury Liability,VA,RATING-FACTORS,copybooks/PA/gavar004.cpy
GAVAE004,PA,Personal and Advertising Injury Liability,VA,ENDORSEMENT,copybooks/PA/gavae004.cpy
GAVAM004,PA,Personal and Advertising Injury Liability,VA,ERROR-MSG,copybooks/PA/gavam004.cpy
GAWAP004,PA,Personal and Advertising Injury Liability,WA,POLICY-RECORD,copybooks/PA/gawap004.cpy
GAWAY004,PA,Personal and Advertising Injury Liability,WA,PARTY-RECORD,copybooks/PA/gaway004.cpy
GAWAC004,PA,Personal and Advertising Injury Liability,WA,COMMAREA,copybooks/PA/gawac004.cpy
GAWAR004,PA,Personal and Advertising Injury Liability,WA,RATING-FACTORS,copybooks/PA/gawar004.cpy
GAWAE004,PA,Personal and Advertising Injury Liability,WA,ENDORSEMENT,copybooks/PA/gawae004.cpy
GAWAM004,PA,Personal and Advertising Injury Liability,WA,ERROR-MSG,copybooks/PA/gawam004.cpy
GAWVP004,PA,Personal and Advertising Injury Liability,WV,POLICY-RECORD,copybooks/PA/gawvp004.cpy
GAWVY004,PA,Personal and Advertising Injury Liability,WV,PARTY-RECORD,copybooks/PA/gawvy004.cpy
GAWVC004,PA,Personal and Advertising Injury Liability,WV,COMMAREA,copybooks/PA/gawvc004.cpy
GAWVR004,PA,Personal and Advertising Injury Liability,WV,RATING-FACTORS,copybooks/PA/gawvr004.cpy
GAWVE004,PA,Personal and Advertising Injury Liability,WV,ENDORSEMENT,copybooks/PA/gawve004.cpy
GAWVM004,PA,Personal and Advertising Injury Liability,WV,ERROR-MSG,copybooks/PA/gawvm004.cpy
GAWIP004,PA,Personal and Advertising Injury Liability,WI,POLICY-RECORD,copybooks/PA/gawip004.cpy
GAWIY004,PA,Personal and Advertising Injury Liability,WI,PARTY-RECORD,copybooks/PA/gawiy004.cpy
GAWIC004,PA,Personal and Advertising Injury Liability,WI,COMMAREA,copybooks/PA/gawic004.cpy
GAWIR004,PA,Personal and Advertising Injury Liability,WI,RATING-FACTORS,copybooks/PA/gawir004.cpy
GAWIE004,PA,Personal and Advertising Injury Liability,WI,ENDORSEMENT,copybooks/PA/gawie004.cpy
GAWIM004,PA,Personal and Advertising Injury Liability,WI,ERROR-MSG,copybooks/PA/gawim004.cpy
GAWYP004,PA,Personal and Advertising Injury Liability,WY,POLICY-RECORD,copybooks/PA/gawyp004.cpy
GAWYY004,PA,Personal and Advertising Injury Liability,WY,PARTY-RECORD,copybooks/PA/gawyy004.cpy
GAWYC004,PA,Personal and Advertising Injury Liability,WY,COMMAREA,copybooks/PA/gawyc004.cpy
GAWYR004,PA,Personal and Advertising Injury Liability,WY,RATING-FACTORS,copybooks/PA/gawyr004.cpy
GAWYE004,PA,Personal and Advertising Injury Liability,WY,ENDORSEMENT,copybooks/PA/gawye004.cpy
GAWYM004,PA,Personal and Advertising Injury Liability,WY,ERROR-MSG,copybooks/PA/gawym004.cpy
GMALP004,MP,Medical Payments,AL,POLICY-RECORD,copybooks/MP/gmalp004.cpy
GMALY004,MP,Medical Payments,AL,PARTY-RECORD,copybooks/MP/gmaly004.cpy
GMALC004,MP,Medical Payments,AL,COMMAREA,copybooks/MP/gmalc004.cpy
GMALR004,MP,Medical Payments,AL,RATING-FACTORS,copybooks/MP/gmalr004.cpy
GMALE004,MP,Medical Payments,AL,ENDORSEMENT,copybooks/MP/gmale004.cpy
GMALM004,MP,Medical Payments,AL,ERROR-MSG,copybooks/MP/gmalm004.cpy
GMAKP004,MP,Medical Payments,AK,POLICY-RECORD,copybooks/MP/gmakp004.cpy
GMAKY004,MP,Medical Payments,AK,PARTY-RECORD,copybooks/MP/gmaky004.cpy
GMAKC004,MP,Medical Payments,AK,COMMAREA,copybooks/MP/gmakc004.cpy
GMAKR004,MP,Medical Payments,AK,RATING-FACTORS,copybooks/MP/gmakr004.cpy
GMAKE004,MP,Medical Payments,AK,ENDORSEMENT,copybooks/MP/gmake004.cpy
GMAKM004,MP,Medical Payments,AK,ERROR-MSG,copybooks/MP/gmakm004.cpy
GMAZP004,MP,Medical Payments,AZ,POLICY-RECORD,copybooks/MP/gmazp004.cpy
GMAZY004,MP,Medical Payments,AZ,PARTY-RECORD,copybooks/MP/gmazy004.cpy
GMAZC004,MP,Medical Payments,AZ,COMMAREA,copybooks/MP/gmazc004.cpy
GMAZR004,MP,Medical Payments,AZ,RATING-FACTORS,copybooks/MP/gmazr004.cpy
GMAZE004,MP,Medical Payments,AZ,ENDORSEMENT,copybooks/MP/gmaze004.cpy
GMAZM004,MP,Medical Payments,AZ,ERROR-MSG,copybooks/MP/gmazm004.cpy
GMARP004,MP,Medical Payments,AR,POLICY-RECORD,copybooks/MP/gmarp004.cpy
GMARY004,MP,Medical Payments,AR,PARTY-RECORD,copybooks/MP/gmary004.cpy
GMARC004,MP,Medical Payments,AR,COMMAREA,copybooks/MP/gmarc004.cpy
GMARR004,MP,Medical Payments,AR,RATING-FACTORS,copybooks/MP/gmarr004.cpy
GMARE004,MP,Medical Payments,AR,ENDORSEMENT,copybooks/MP/gmare004.cpy
GMARM004,MP,Medical Payments,AR,ERROR-MSG,copybooks/MP/gmarm004.cpy
GMCAP004,MP,Medical Payments,CA,POLICY-RECORD,copybooks/MP/gmcap004.cpy
GMCAY004,MP,Medical Payments,CA,PARTY-RECORD,copybooks/MP/gmcay004.cpy
GMCAC004,MP,Medical Payments,CA,COMMAREA,copybooks/MP/gmcac004.cpy
GMCAR004,MP,Medical Payments,CA,RATING-FACTORS,copybooks/MP/gmcar004.cpy
GMCAE004,MP,Medical Payments,CA,ENDORSEMENT,copybooks/MP/gmcae004.cpy
GMCAM004,MP,Medical Payments,CA,ERROR-MSG,copybooks/MP/gmcam004.cpy
GMCOP004,MP,Medical Payments,CO,POLICY-RECORD,copybooks/MP/gmcop004.cpy
GMCOY004,MP,Medical Payments,CO,PARTY-RECORD,copybooks/MP/gmcoy004.cpy
GMCOC004,MP,Medical Payments,CO,COMMAREA,copybooks/MP/gmcoc004.cpy
GMCOR004,MP,Medical Payments,CO,RATING-FACTORS,copybooks/MP/gmcor004.cpy
GMCOE004,MP,Medical Payments,CO,ENDORSEMENT,copybooks/MP/gmcoe004.cpy
GMCOM004,MP,Medical Payments,CO,ERROR-MSG,copybooks/MP/gmcom004.cpy
GMCTP004,MP,Medical Payments,CT,POLICY-RECORD,copybooks/MP/gmctp004.cpy
GMCTY004,MP,Medical Payments,CT,PARTY-RECORD,copybooks/MP/gmcty004.cpy
GMCTC004,MP,Medical Payments,CT,COMMAREA,copybooks/MP/gmctc004.cpy
GMCTR004,MP,Medical Payments,CT,RATING-FACTORS,copybooks/MP/gmctr004.cpy
GMCTE004,MP,Medical Payments,CT,ENDORSEMENT,copybooks/MP/gmcte004.cpy
