program_id,coverage_part,coverage_name,state,operation,layer,links_to,copybooks_used,path
GMFLRD01,MP,Medical Payments,FL,RATE,DB2-ACCESS,,GMFLC001,programs/MP/gmflrd01.cbl
GMFLRV01,MP,Medical Payments,FL,RATE,VSAM-ACCESS,,GMFLC001,programs/MP/gmflrv01.cbl
GMGAAL01,MP,Medical Payments,GA,ADD,BUSINESS-LOGIC,GMGAAD01,GMGAC001,programs/MP/gmgaal01.cbl
GMGAAD01,MP,Medical Payments,GA,ADD,DB2-ACCESS,GMGAAV01,GMGAC001,programs/MP/gmgaad01.cbl
GMGAAV01,MP,Medical Payments,GA,ADD,VSAM-ACCESS,,GMGAC001,programs/MP/gmgaav01.cbl
GMGAIL01,MP,Medical Payments,GA,INQUIRE,BUSINESS-LOGIC,GMGAID01,GMGAC001,programs/MP/gmgail01.cbl
GMGAID01,MP,Medical Payments,GA,INQUIRE,DB2-ACCESS,,GMGAC001,programs/MP/gmgaid01.cbl
GMGAIV01,MP,Medical Payments,GA,INQUIRE,VSAM-ACCESS,,GMGAC001,programs/MP/gmgaiv01.cbl
GMGAUL01,MP,Medical Payments,GA,UPDATE,BUSINESS-LOGIC,GMGAUD01,GMGAC001,programs/MP/gmgaul01.cbl
GMGAUD01,MP,Medical Payments,GA,UPDATE,DB2-ACCESS,GMGAUV01,GMGAC001,programs/MP/gmgaud01.cbl
GMGAUV01,MP,Medical Payments,GA,UPDATE,VSAM-ACCESS,,GMGAC001,programs/MP/gmgauv01.cbl
GMGADL01,MP,Medical Payments,GA,DELETE,BUSINESS-LOGIC,GMGADD01,GMGAC001,programs/MP/gmgadl01.cbl
GMGADD01,MP,Medical Payments,GA,DELETE,DB2-ACCESS,GMGADV01,GMGAC001,programs/MP/gmgadd01.cbl
GMGADV01,MP,Medical Payments,GA,DELETE,VSAM-ACCESS,,GMGAC001,programs/MP/gmgadv01.cbl
GMGARL01,MP,Medical Payments,GA,RATE,BUSINESS-LOGIC,GMGARD01,GMGAC001,programs/MP/gmgarl01.cbl
GMGARD01,MP,Medical Payments,GA,RATE,DB2-ACCESS,,GMGAC001,programs/MP/gmgard01.cbl
GMGARV01,MP,Medical Payments,GA,RATE,VSAM-ACCESS,,GMGAC001,programs/MP/gmgarv01.cbl
GMHIAL01,MP,Medical Payments,HI,ADD,BUSINESS-LOGIC,GMHIAD01,GMHIC001,programs/MP/gmhial01.cbl
GMHIAD01,MP,Medical Payments,HI,ADD,DB2-ACCESS,GMHIAV01,GMHIC001,programs/MP/gmhiad01.cbl
GMHIAV01,MP,Medical Payments,HI,ADD,VSAM-ACCESS,,GMHIC001,programs/MP/gmhiav01.cbl
GMHIIL01,MP,Medical Payments,HI,INQUIRE,BUSINESS-LOGIC,GMHIID01,GMHIC001,programs/MP/gmhiil01.cbl
GMHIID01,MP,Medical Payments,HI,INQUIRE,DB2-ACCESS,,GMHIC001,programs/MP/gmhiid01.cbl
GMHIIV01,MP,Medical Payments,HI,INQUIRE,VSAM-ACCESS,,GMHIC001,programs/MP/gmhiiv01.cbl
GMHIUL01,MP,Medical Payments,HI,UPDATE,BUSINESS-LOGIC,GMHIUD01,GMHIC001,programs/MP/gmhiul01.cbl
GMHIUD01,MP,Medical Payments,HI,UPDATE,DB2-ACCESS,GMHIUV01,GMHIC001,programs/MP/gmhiud01.cbl
GMHIUV01,MP,Medical Payments,HI,UPDATE,VSAM-ACCESS,,GMHIC001,programs/MP/gmhiuv01.cbl
GMHIDL01,MP,Medical Payments,HI,DELETE,BUSINESS-LOGIC,GMHIDD01,GMHIC001,programs/MP/gmhidl01.cbl
GMHIDD01,MP,Medical Payments,HI,DELETE,DB2-ACCESS,GMHIDV01,GMHIC001,programs/MP/gmhidd01.cbl
GMHIDV01,MP,Medical Payments,HI,DELETE,VSAM-ACCESS,,GMHIC001,programs/MP/gmhidv01.cbl
GMHIRL01,MP,Medical Payments,HI,RATE,BUSINESS-LOGIC,GMHIRD01,GMHIC001,programs/MP/gmhirl01.cbl
GMHIRD01,MP,Medical Payments,HI,RATE,DB2-ACCESS,,GMHIC001,programs/MP/gmhird01.cbl
GMHIRV01,MP,Medical Payments,HI,RATE,VSAM-ACCESS,,GMHIC001,programs/MP/gmhirv01.cbl
GMIDAL01,MP,Medical Payments,ID,ADD,BUSINESS-LOGIC,GMIDAD01,GMIDC001,programs/MP/gmidal01.cbl
GMIDAD01,MP,Medical Payments,ID,ADD,DB2-ACCESS,GMIDAV01,GMIDC001,programs/MP/gmidad01.cbl
GMIDAV01,MP,Medical Payments,ID,ADD,VSAM-ACCESS,,GMIDC001,programs/MP/gmidav01.cbl
GMIDIL01,MP,Medical Payments,ID,INQUIRE,BUSINESS-LOGIC,GMIDID01,GMIDC001,programs/MP/gmidil01.cbl
GMIDID01,MP,Medical Payments,ID,INQUIRE,DB2-ACCESS,,GMIDC001,programs/MP/gmidid01.cbl
GMIDIV01,MP,Medical Payments,ID,INQUIRE,VSAM-ACCESS,,GMIDC001,programs/MP/gmidiv01.cbl
GMIDUL01,MP,Medical Payments,ID,UPDATE,BUSINESS-LOGIC,GMIDUD01,GMIDC001,programs/MP/gmidul01.cbl
GMIDUD01,MP,Medical Payments,ID,UPDATE,DB2-ACCESS,GMIDUV01,GMIDC001,programs/MP/gmidud01.cbl
GMIDUV01,MP,Medical Payments,ID,UPDATE,VSAM-ACCESS,,GMIDC001,programs/MP/gmiduv01.cbl
GMIDDL01,MP,Medical Payments,ID,DELETE,BUSINESS-LOGIC,GMIDDD01,GMIDC001,programs/MP/gmiddl01.cbl
GMIDDD01,MP,Medical Payments,ID,DELETE,DB2-ACCESS,GMIDDV01,GMIDC001,programs/MP/gmiddd01.cbl
GMIDDV01,MP,Medical Payments,ID,DELETE,VSAM-ACCESS,,GMIDC001,programs/MP/gmiddv01.cbl
GMIDRL01,MP,Medical Payments,ID,RATE,BUSINESS-LOGIC,GMIDRD01,GMIDC001,programs/MP/gmidrl01.cbl
GMIDRD01,MP,Medical Payments,ID,RATE,DB2-ACCESS,,GMIDC001,programs/MP/gmidrd01.cbl
GMIDRV01,MP,Medical Payments,ID,RATE,VSAM-ACCESS,,GMIDC001,programs/MP/gmidrv01.cbl
GMILAL01,MP,Medical Payments,IL,ADD,BUSINESS-LOGIC,GMILAD01,GMILC001,programs/MP/gmilal01.cbl
GMILAD01,MP,Medical Payments,IL,ADD,DB2-ACCESS,GMILAV01,GMILC001,programs/MP/gmilad01.cbl
GMILAV01,MP,Medical Payments,IL,ADD,VSAM-ACCESS,,GMILC001,programs/MP/gmilav01.cbl
GMILIL01,MP,Medical Payments,IL,INQUIRE,BUSINESS-LOGIC,GMILID01,GMILC001,programs/MP/gmilil01.cbl
GMILID01,MP,Medical Payments,IL,INQUIRE,DB2-ACCESS,,GMILC001,programs/MP/gmilid01.cbl
GMILIV01,MP,Medical Payments,IL,INQUIRE,VSAM-ACCESS,,GMILC001,programs/MP/gmiliv01.cbl
GMILUL01,MP,Medical Payments,IL,UPDATE,BUSINESS-LOGIC,GMILUD01,GMILC001,programs/MP/gmilul01.cbl
GMILUD01,MP,Medical Payments,IL,UPDATE,DB2-ACCESS,GMILUV01,GMILC001,programs/MP/gmilud01.cbl
GMILUV01,MP,Medical Payments,IL,UPDATE,VSAM-ACCESS,,GMILC001,programs/MP/gmiluv01.cbl
GMILDL01,MP,Medical Payments,IL,DELETE,BUSINESS-LOGIC,GMILDD01,GMILC001,programs/MP/gmildl01.cbl
GMILDD01,MP,Medical Payments,IL,DELETE,DB2-ACCESS,GMILDV01,GMILC001,programs/MP/gmildd01.cbl
GMILDV01,MP,Medical Payments,IL,DELETE,VSAM-ACCESS,,GMILC001,programs/MP/gmildv01.cbl
GMILRL01,MP,Medical Payments,IL,RATE,BUSINESS-LOGIC,GMILRD01,GMILC001,programs/MP/gmilrl01.cbl
GMILRD01,MP,Medical Payments,IL,RATE,DB2-ACCESS,,GMILC001,programs/MP/gmilrd01.cbl
GMILRV01,MP,Medical Payments,IL,RATE,VSAM-ACCESS,,GMILC001,programs/MP/gmilrv01.cbl
GMINAL01,MP,Medical Payments,IN,ADD,BUSINESS-LOGIC,GMINAD01,GMINC001,programs/MP/gminal01.cbl
GMINAD01,MP,Medical Payments,IN,ADD,DB2-ACCESS,GMINAV01,GMINC001,programs/MP/gminad01.cbl
GMINAV01,MP,Medical Payments,IN,ADD,VSAM-ACCESS,,GMINC001,programs/MP/gminav01.cbl
GMINIL01,MP,Medical Payments,IN,INQUIRE,BUSINESS-LOGIC,GMINID01,GMINC001,programs/MP/gminil01.cbl
GMINID01,MP,Medical Payments,IN,INQUIRE,DB2-ACCESS,,GMINC001,programs/MP/gminid01.cbl
GMINIV01,MP,Medical Payments,IN,INQUIRE,VSAM-ACCESS,,GMINC001,programs/MP/gminiv01.cbl
GMINUL01,MP,Medical Payments,IN,UPDATE,BUSINESS-LOGIC,GMINUD01,GMINC001,programs/MP/gminul01.cbl
GMINUD01,MP,Medical Payments,IN,UPDATE,DB2-ACCESS,GMINUV01,GMINC001,programs/MP/gminud01.cbl
GMINUV01,MP,Medical Payments,IN,UPDATE,VSAM-ACCESS,,GMINC001,programs/MP/gminuv01.cbl
GMINDL01,MP,Medical Payments,IN,DELETE,BUSINESS-LOGIC,GMINDD01,GMINC001,programs/MP/gmindl01.cbl
GMINDD01,MP,Medical Payments,IN,DELETE,DB2-ACCESS,GMINDV01,GMINC001,programs/MP/gmindd01.cbl
GMINDV01,MP,Medical Payments,IN,DELETE,VSAM-ACCESS,,GMINC001,programs/MP/gmindv01.cbl
GMINRL01,MP,Medical Payments,IN,RATE,BUSINESS-LOGIC,GMINRD01,GMINC001,programs/MP/gminrl01.cbl
GMINRD01,MP,Medical Payments,IN,RATE,DB2-ACCESS,,GMINC001,programs/MP/gminrd01.cbl
GMINRV01,MP,Medical Payments,IN,RATE,VSAM-ACCESS,,GMINC001,programs/MP/gminrv01.cbl
GMIAAL01,MP,Medical Payments,IA,ADD,BUSINESS-LOGIC,GMIAAD01,GMIAC001,programs/MP/gmiaal01.cbl
GMIAAD01,MP,Medical Payments,IA,ADD,DB2-ACCESS,GMIAAV01,GMIAC001,programs/MP/gmiaad01.cbl
GMIAAV01,MP,Medical Payments,IA,ADD,VSAM-ACCESS,,GMIAC001,programs/MP/gmiaav01.cbl
GMIAIL01,MP,Medical Payments,IA,INQUIRE,BUSINESS-LOGIC,GMIAID01,GMIAC001,programs/MP/gmiail01.cbl
GMIAID01,MP,Medical Payments,IA,INQUIRE,DB2-ACCESS,,GMIAC001,programs/MP/gmiaid01.cbl
GMIAIV01,MP,Medical Payments,IA,INQUIRE,VSAM-ACCESS,,GMIAC001,programs/MP/gmiaiv01.cbl
GMIAUL01,MP,Medical Payments,IA,UPDATE,BUSINESS-LOGIC,GMIAUD01,GMIAC001,programs/MP/gmiaul01.cbl
GMIAUD01,MP,Medical Payments,IA,UPDATE,DB2-ACCESS,GMIAUV01,GMIAC001,programs/MP/gmiaud01.cbl
GMIAUV01,MP,Medical Payments,IA,UPDATE,VSAM-ACCESS,,GMIAC001,programs/MP/gmiauv01.cbl
GMIADL01,MP,Medical Payments,IA,DELETE,BUSINESS-LOGIC,GMIADD01,GMIAC001,programs/MP/gmiadl01.cbl
GMIADD01,MP,Medical Payments,IA,DELETE,DB2-ACCESS,GMIADV01,GMIAC001,programs/MP/gmiadd01.cbl
GMIADV01,MP,Medical Payments,IA,DELETE,VSAM-ACCESS,,GMIAC001,programs/MP/gmiadv01.cbl
GMIARL01,MP,Medical Payments,IA,RATE,BUSINESS-LOGIC,GMIARD01,GMIAC001,programs/MP/gmiarl01.cbl
GMIARD01,MP,Medical Payments,IA,RATE,DB2-ACCESS,,GMIAC001,programs/MP/gmiard01.cbl
GMIARV01,MP,Medical Payments,IA,RATE,VSAM-ACCESS,,GMIAC001,programs/MP/gmiarv01.cbl
GMKSAL01,MP,Medical Payments,KS,ADD,BUSINESS-LOGIC,GMKSAD01,GMKSC001,programs/MP/gmksal01.cbl
GMKSAD01,MP,Medical Payments,KS,ADD,DB2-ACCESS,GMKSAV01,GMKSC001,programs/MP/gmksad01.cbl
GMKSAV01,MP,Medical Payments,KS,ADD,VSAM-ACCESS,,GMKSC001,programs/MP/gmksav01.cbl
GMKSIL01,MP,Medical Payments,KS,INQUIRE,BUSINESS-LOGIC,GMKSID01,GMKSC001,programs/MP/gmksil01.cbl
GMKSID01,MP,Medical Payments,KS,INQUIRE,DB2-ACCESS,,GMKSC001,programs/MP/gmksid01.cbl
GMKSIV01,MP,Medical Payments,KS,INQUIRE,VSAM-ACCESS,,GMKSC001,programs/MP/gmksiv01.cbl
GMKSUL01,MP,Medical Payments,KS,UPDATE,BUSINESS-LOGIC,GMKSUD01,GMKSC001,programs/MP/gmksul01.cbl
GMKSUD01,MP,Medical Payments,KS,UPDATE,DB2-ACCESS,GMKSUV01,GMKSC001,programs/MP/gmksud01.cbl
GMKSUV01,MP,Medical Payments,KS,UPDATE,VSAM-ACCESS,,GMKSC001,programs/MP/gmksuv01.cbl
GMKSDL01,MP,Medical Payments,KS,DELETE,BUSINESS-LOGIC,GMKSDD01,GMKSC001,programs/MP/gmksdl01.cbl
GMKSDD01,MP,Medical Payments,KS,DELETE,DB2-ACCESS,GMKSDV01,GMKSC001,programs/MP/gmksdd01.cbl
GMKSDV01,MP,Medical Payments,KS,DELETE,VSAM-ACCESS,,GMKSC001,programs/MP/gmksdv01.cbl
GMKSRL01,MP,Medical Payments,KS,RATE,BUSINESS-LOGIC,GMKSRD01,GMKSC001,programs/MP/gmksrl01.cbl
GMKSRD01,MP,Medical Payments,KS,RATE,DB2-ACCESS,,GMKSC001,programs/MP/gmksrd01.cbl
GMKSRV01,MP,Medical Payments,KS,RATE,VSAM-ACCESS,,GMKSC001,programs/MP/gmksrv01.cbl
GMKYAL01,MP,Medical Payments,KY,ADD,BUSINESS-LOGIC,GMKYAD01,GMKYC001,programs/MP/gmkyal01.cbl
GMKYAD01,MP,Medical Payments,KY,ADD,DB2-ACCESS,GMKYAV01,GMKYC001,programs/MP/gmkyad01.cbl
GMKYAV01,MP,Medical Payments,KY,ADD,VSAM-ACCESS,,GMKYC001,programs/MP/gmkyav01.cbl
GMKYIL01,MP,Medical Payments,KY,INQUIRE,BUSINESS-LOGIC,GMKYID01,GMKYC001,programs/MP/gmkyil01.cbl
GMKYID01,MP,Medical Payments,KY,INQUIRE,DB2-ACCESS,,GMKYC001,programs/MP/gmkyid01.cbl
GMKYIV01,MP,Medical Payments,KY,INQUIRE,VSAM-ACCESS,,GMKYC001,programs/MP/gmkyiv01.cbl
GMKYUL01,MP,Medical Payments,KY,UPDATE,BUSINESS-LOGIC,GMKYUD01,GMKYC001,programs/MP/gmkyul01.cbl
GMKYUD01,MP,Medical Payments,KY,UPDATE,DB2-ACCESS,GMKYUV01,GMKYC001,programs/MP/gmkyud01.cbl
GMKYUV01,MP,Medical Payments,KY,UPDATE,VSAM-ACCESS,,GMKYC001,programs/MP/gmkyuv01.cbl
GMKYDL01,MP,Medical Payments,KY,DELETE,BUSINESS-LOGIC,GMKYDD01,GMKYC001,programs/MP/gmkydl01.cbl
GMKYDD01,MP,Medical Payments,KY,DELETE,DB2-ACCESS,GMKYDV01,GMKYC001,programs/MP/gmkydd01.cbl
GMKYDV01,MP,Medical Payments,KY,DELETE,VSAM-ACCESS,,GMKYC001,programs/MP/gmkydv01.cbl
GMKYRL01,MP,Medical Payments,KY,RATE,BUSINESS-LOGIC,GMKYRD01,GMKYC001,programs/MP/gmkyrl01.cbl
GMKYRD01,MP,Medical Payments,KY,RATE,DB2-ACCESS,,GMKYC001,programs/MP/gmkyrd01.cbl
GMKYRV01,MP,Medical Payments,KY,RATE,VSAM-ACCESS,,GMKYC001,programs/MP/gmkyrv01.cbl
GMLAAL01,MP,Medical Payments,LA,ADD,BUSINESS-LOGIC,GMLAAD01,GMLAC001,programs/MP/gmlaal01.cbl
GMLAAD01,MP,Medical Payments,LA,ADD,DB2-ACCESS,GMLAAV01,GMLAC001,programs/MP/gmlaad01.cbl
GMLAAV01,MP,Medical Payments,LA,ADD,VSAM-ACCESS,,GMLAC001,programs/MP/gmlaav01.cbl
GMLAIL01,MP,Medical Payments,LA,INQUIRE,BUSINESS-LOGIC,GMLAID01,GMLAC001,programs/MP/gmlail01.cbl
GMLAID01,MP,Medical Payments,LA,INQUIRE,DB2-ACCESS,,GMLAC001,programs/MP/gmlaid01.cbl
GMLAIV01,MP,Medical Payments,LA,INQUIRE,VSAM-ACCESS,,GMLAC001,programs/MP/gmlaiv01.cbl
GMLAUL01,MP,Medical Payments,LA,UPDATE,BUSINESS-LOGIC,GMLAUD01,GMLAC001,programs/MP/gmlaul01.cbl
GMLAUD01,MP,Medical Payments,LA,UPDATE,DB2-ACCESS,GMLAUV01,GMLAC001,programs/MP/gmlaud01.cbl
GMLAUV01,MP,Medical Payments,LA,UPDATE,VSAM-ACCESS,,GMLAC001,programs/MP/gmlauv01.cbl
GMLADL01,MP,Medical Payments,LA,DELETE,BUSINESS-LOGIC,GMLADD01,GMLAC001,programs/MP/gmladl01.cbl
GMLADD01,MP,Medical Payments,LA,DELETE,DB2-ACCESS,GMLADV01,GMLAC001,programs/MP/gmladd01.cbl
GMLADV01,MP,Medical Payments,LA,DELETE,VSAM-ACCESS,,GMLAC001,programs/MP/gmladv01.cbl
GMLARL01,MP,Medical Payments,LA,RATE,BUSINESS-LOGIC,GMLARD01,GMLAC001,programs/MP/gmlarl01.cbl
GMLARD01,MP,Medical Payments,LA,RATE,DB2-ACCESS,,GMLAC001,programs/MP/gmlard01.cbl
GMLARV01,MP,Medical Payments,LA,RATE,VSAM-ACCESS,,GMLAC001,programs/MP/gmlarv01.cbl
GMMEAL01,MP,Medical Payments,ME,ADD,BUSINESS-LOGIC,GMMEAD01,GMMEC001,programs/MP/gmmeal01.cbl
GMMEAD01,MP,Medical Payments,ME,ADD,DB2-ACCESS,GMMEAV01,GMMEC001,programs/MP/gmmead01.cbl
GMMEAV01,MP,Medical Payments,ME,ADD,VSAM-ACCESS,,GMMEC001,programs/MP/gmmeav01.cbl
GMMEIL01,MP,Medical Payments,ME,INQUIRE,BUSINESS-LOGIC,GMMEID01,GMMEC001,programs/MP/gmmeil01.cbl
GMMEID01,MP,Medical Payments,ME,INQUIRE,DB2-ACCESS,,GMMEC001,programs/MP/gmmeid01.cbl
GMMEIV01,MP,Medical Payments,ME,INQUIRE,VSAM-ACCESS,,GMMEC001,programs/MP/gmmeiv01.cbl
GMMEUL01,MP,Medical Payments,ME,UPDATE,BUSINESS-LOGIC,GMMEUD01,GMMEC001,programs/MP/gmmeul01.cbl
GMMEUD01,MP,Medical Payments,ME,UPDATE,DB2-ACCESS,GMMEUV01,GMMEC001,programs/MP/gmmeud01.cbl
GMMEUV01,MP,Medical Payments,ME,UPDATE,VSAM-ACCESS,,GMMEC001,programs/MP/gmmeuv01.cbl
GMMEDL01,MP,Medical Payments,ME,DELETE,BUSINESS-LOGIC,GMMEDD01,GMMEC001,programs/MP/gmmedl01.cbl
GMMEDD01,MP,Medical Payments,ME,DELETE,DB2-ACCESS,GMMEDV01,GMMEC001,programs/MP/gmmedd01.cbl
GMMEDV01,MP,Medical Payments,ME,DELETE,VSAM-ACCESS,,GMMEC001,programs/MP/gmmedv01.cbl
GMMERL01,MP,Medical Payments,ME,RATE,BUSINESS-LOGIC,GMMERD01,GMMEC001,programs/MP/gmmerl01.cbl
GMMERD01,MP,Medical Payments,ME,RATE,DB2-ACCESS,,GMMEC001,programs/MP/gmmerd01.cbl
GMMERV01,MP,Medical Payments,ME,RATE,VSAM-ACCESS,,GMMEC001,programs/MP/gmmerv01.cbl
GMMDAL01,MP,Medical Payments,MD,ADD,BUSINESS-LOGIC,GMMDAD01,GMMDC001,programs/MP/gmmdal01.cbl
GMMDAD01,MP,Medical Payments,MD,ADD,DB2-ACCESS,GMMDAV01,GMMDC001,programs/MP/gmmdad01.cbl
GMMDAV01,MP,Medical Payments,MD,ADD,VSAM-ACCESS,,GMMDC001,programs/MP/gmmdav01.cbl
GMMDIL01,MP,Medical Payments,MD,INQUIRE,BUSINESS-LOGIC,GMMDID01,GMMDC001,programs/MP/gmmdil01.cbl
GMMDID01,MP,Medical Payments,MD,INQUIRE,DB2-ACCESS,,GMMDC001,programs/MP/gmmdid01.cbl
GMMDIV01,MP,Medical Payments,MD,INQUIRE,VSAM-ACCESS,,GMMDC001,programs/MP/gmmdiv01.cbl
GMMDUL01,MP,Medical Payments,MD,UPDATE,BUSINESS-LOGIC,GMMDUD01,GMMDC001,programs/MP/gmmdul01.cbl
GMMDUD01,MP,Medical Payments,MD,UPDATE,DB2-ACCESS,GMMDUV01,GMMDC001,programs/MP/gmmdud01.cbl
GMMDUV01,MP,Medical Payments,MD,UPDATE,VSAM-ACCESS,,GMMDC001,programs/MP/gmmduv01.cbl
GMMDDL01,MP,Medical Payments,MD,DELETE,BUSINESS-LOGIC,GMMDDD01,GMMDC001,programs/MP/gmmddl01.cbl
GMMDDD01,MP,Medical Payments,MD,DELETE,DB2-ACCESS,GMMDDV01,GMMDC001,programs/MP/gmmddd01.cbl
GMMDDV01,MP,Medical Payments,MD,DELETE,VSAM-ACCESS,,GMMDC001,programs/MP/gmmddv01.cbl
GMMDRL01,MP,Medical Payments,MD,RATE,BUSINESS-LOGIC,GMMDRD01,GMMDC001,programs/MP/gmmdrl01.cbl
GMMDRD01,MP,Medical Payments,MD,RATE,DB2-ACCESS,,GMMDC001,programs/MP/gmmdrd01.cbl
GMMDRV01,MP,Medical Payments,MD,RATE,VSAM-ACCESS,,GMMDC001,programs/MP/gmmdrv01.cbl
GMMAAL01,MP,Medical Payments,MA,ADD,BUSINESS-LOGIC,GMMAAD01,GMMAC001,programs/MP/gmmaal01.cbl
GMMAAD01,MP,Medical Payments,MA,ADD,DB2-ACCESS,GMMAAV01,GMMAC001,programs/MP/gmmaad01.cbl
GMMAAV01,MP,Medical Payments,MA,ADD,VSAM-ACCESS,,GMMAC001,programs/MP/gmmaav01.cbl
GMMAIL01,MP,Medical Payments,MA,INQUIRE,BUSINESS-LOGIC,GMMAID01,GMMAC001,programs/MP/gmmail01.cbl
GMMAID01,MP,Medical Payments,MA,INQUIRE,DB2-ACCESS,,GMMAC001,programs/MP/gmmaid01.cbl
GMMAIV01,MP,Medical Payments,MA,INQUIRE,VSAM-ACCESS,,GMMAC001,programs/MP/gmmaiv01.cbl
GMMAUL01,MP,Medical Payments,MA,UPDATE,BUSINESS-LOGIC,GMMAUD01,GMMAC001,programs/MP/gmmaul01.cbl
GMMAUD01,MP,Medical Payments,MA,UPDATE,DB2-ACCESS,GMMAUV01,GMMAC001,programs/MP/gmmaud01.cbl
GMMAUV01,MP,Medical Payments,MA,UPDATE,VSAM-ACCESS,,GMMAC001,programs/MP/gmmauv01.cbl
GMMADL01,MP,Medical Payments,MA,DELETE,BUSINESS-LOGIC,GMMADD01,GMMAC001,programs/MP/gmmadl01.cbl
GMMADD01,MP,Medical Payments,MA,DELETE,DB2-ACCESS,GMMADV01,GMMAC001,programs/MP/gmmadd01.cbl
GMMADV01,MP,Medical Payments,MA,DELETE,VSAM-ACCESS,,GMMAC001,programs/MP/gmmadv01.cbl
GMMARL01,MP,Medical Payments,MA,RATE,BUSINESS-LOGIC,GMMARD01,GMMAC001,programs/MP/gmmarl01.cbl
GMMARD01,MP,Medical Payments,MA,RATE,DB2-ACCESS,,GMMAC001,programs/MP/gmmard01.cbl
GMMARV01,MP,Medical Payments,MA,RATE,VSAM-ACCESS,,GMMAC001,programs/MP/gmmarv01.cbl
GMMIAL01,MP,Medical Payments,MI,ADD,BUSINESS-LOGIC,GMMIAD01,GMMIC001,programs/MP/gmmial01.cbl
GMMIAD01,MP,Medical Payments,MI,ADD,DB2-ACCESS,GMMIAV01,GMMIC001,programs/MP/gmmiad01.cbl
GMMIAV01,MP,Medical Payments,MI,ADD,VSAM-ACCESS,,GMMIC001,programs/MP/gmmiav01.cbl
GMMIIL01,MP,Medical Payments,MI,INQUIRE,BUSINESS-LOGIC,GMMIID01,GMMIC001,programs/MP/gmmiil01.cbl
GMMIID01,MP,Medical Payments,MI,INQUIRE,DB2-ACCESS,,GMMIC001,programs/MP/gmmiid01.cbl
GMMIIV01,MP,Medical Payments,MI,INQUIRE,VSAM-ACCESS,,GMMIC001,programs/MP/gmmiiv01.cbl
GMMIUL01,MP,Medical Payments,MI,UPDATE,BUSINESS-LOGIC,GMMIUD01,GMMIC001,programs/MP/gmmiul01.cbl
GMMIUD01,MP,Medical Payments,MI,UPDATE,DB2-ACCESS,GMMIUV01,GMMIC001,programs/MP/gmmiud01.cbl
GMMIUV01,MP,Medical Payments,MI,UPDATE,VSAM-ACCESS,,GMMIC001,programs/MP/gmmiuv01.cbl
GMMIDL01,MP,Medical Payments,MI,DELETE,BUSINESS-LOGIC,GMMIDD01,GMMIC001,programs/MP/gmmidl01.cbl
GMMIDD01,MP,Medical Payments,MI,DELETE,DB2-ACCESS,GMMIDV01,GMMIC001,programs/MP/gmmidd01.cbl
GMMIDV01,MP,Medical Payments,MI,DELETE,VSAM-ACCESS,,GMMIC001,programs/MP/gmmidv01.cbl
GMMIRL01,MP,Medical Payments,MI,RATE,BUSINESS-LOGIC,GMMIRD01,GMMIC001,programs/MP/gmmirl01.cbl
GMMIRD01,MP,Medical Payments,MI,RATE,DB2-ACCESS,,GMMIC001,programs/MP/gmmird01.cbl
GMMIRV01,MP,Medical Payments,MI,RATE,VSAM-ACCESS,,GMMIC001,programs/MP/gmmirv01.cbl
GMMNAL01,MP,Medical Payments,MN,ADD,BUSINESS-LOGIC,GMMNAD01,GMMNC001,programs/MP/gmmnal01.cbl
GMMNAD01,MP,Medical Payments,MN,ADD,DB2-ACCESS,GMMNAV01,GMMNC001,programs/MP/gmmnad01.cbl
GMMNAV01,MP,Medical Payments,MN,ADD,VSAM-ACCESS,,GMMNC001,programs/MP/gmmnav01.cbl
GMMNIL01,MP,Medical Payments,MN,INQUIRE,BUSINESS-LOGIC,GMMNID01,GMMNC001,programs/MP/gmmnil01.cbl
GMMNID01,MP,Medical Payments,MN,INQUIRE,DB2-ACCESS,,GMMNC001,programs/MP/gmmnid01.cbl
GMMNIV01,MP,Medical Payments,MN,INQUIRE,VSAM-ACCESS,,GMMNC001,programs/MP/gmmniv01.cbl
GMMNUL01,MP,Medical Payments,MN,UPDATE,BUSINESS-LOGIC,GMMNUD01,GMMNC001,programs/MP/gmmnul01.cbl
GMMNUD01,MP,Medical Payments,MN,UPDATE,DB2-ACCESS,GMMNUV01,GMMNC001,programs/MP/gmmnud01.cbl
GMMNUV01,MP,Medical Payments,MN,UPDATE,VSAM-ACCESS,,GMMNC001,programs/MP/gmmnuv01.cbl
GMMNDL01,MP,Medical Payments,MN,DELETE,BUSINESS-LOGIC,GMMNDD01,GMMNC001,programs/MP/gmmndl01.cbl
GMMNDD01,MP,Medical Payments,MN,DELETE,DB2-ACCESS,GMMNDV01,GMMNC001,programs/MP/gmmndd01.cbl
GMMNDV01,MP,Medical Payments,MN,DELETE,VSAM-ACCESS,,GMMNC001,programs/MP/gmmndv01.cbl
GMMNRL01,MP,Medical Payments,MN,RATE,BUSINESS-LOGIC,GMMNRD01,GMMNC001,programs/MP/gmmnrl01.cbl
GMMNRD01,MP,Medical Payments,MN,RATE,DB2-ACCESS,,GMMNC001,programs/MP/gmmnrd01.cbl
GMMNRV01,MP,Medical Payments,MN,RATE,VSAM-ACCESS,,GMMNC001,programs/MP/gmmnrv01.cbl
GMMSAL01,MP,Medical Payments,MS,ADD,BUSINESS-LOGIC,GMMSAD01,GMMSC001,programs/MP/gmmsal01.cbl
